,序号,提交答卷时间,所用时间,来源,来源详情,来自IP,1（1）典型男性姓名1：,（2）我认为该姓名1代表男性的典型程度:,2（1）典型男性姓名2：,（2）我认为该姓名2代表男性的典型程度:,3（1）典型男性姓名3：,（2）我认为该姓名3代表男性的典型程度:,"（二）请写出三个典型女性姓名，并评价每个姓名的典型性程度。
4（1）典型女性姓名1：",（2）我认为该姓名1代表女性的典型程度:,5（1）典型女性姓名2：,（2）我认为该姓名2代表女性的典型程度:,6（1）典型女性姓名3：,（2）我认为该姓名3代表女性的典型程度:,1（1）典型男性行为1：,（2）我认为该行为1代表男性的典型程度:,（3）我认为该行为1的积极程度,2（1）典型男性行为2：,（2）我认为该行为2代表男性的典型程度:,（3）我认为该行为2的积极程度,3（1）典型男性行为3：,（2）我认为该行为3代表男性的典型程度:,（3）我认为该行为3的积极程度,"（二）请写出三个典型女性行为，并评价每个行为的典型性程度和积极程度。
4（1）典型女性行为1：",（2）我认为该行为1代表女性的典型程度:,（3）我认为该行为1的积极程度.1,5（1）典型女性行为2：,（2）我认为该行为2代表女性的典型程度:,（3）我认为该行为2的积极程度.1,6（1）典型女性行为3：,（2）我认为该行为3代表女性的典型程度:,（3）我认为该行为3的积极程度.1,"（三）请写出你认为最受欢迎和最不能容忍的典型男性行为。
1. 我认为最受欢迎的典型男性行为是",2. 我认为最不能容忍的典型男性行为是,"（四）请写出你认为最受欢迎和最不能容忍的典型女性行为。
1. 我认为最受欢迎的典型女性行为是",2. 我认为最不能容忍的典型女性行为是,1（1）典型男性特质1：,（2）我认为该特质1代表男性的典型程度:,（3）我认为该特质1的积极程度,2（1）典型男性特质2：,（2）我认为该特质2代表男性的典型程度:,（3）我认为该特质2的积极程度,3（1）典型男性特质3：,（2）我认为该特质3代表男性的典型程度:,（3）我认为该特质3的积极程度,"（二）请写出三个典型女性特质，并评价每个特质的典型性程度和积极程度。
4（1）典型女性特质1：",（2）我认为该特质1代表女性的典型程度:,（3）我认为该特质1的积极程度.1,5（1）典型女性特质2：,（2）我认为该特质2代表女性的典型程度:,（3）我认为该特质2的积极程度.1,6（1）典型女性特质3：,（2）我认为该特质3代表女性的典型程度:,（3）我认为该特质3的积极程度.1,"（三）请写出你认为最受欢迎和最不能容忍的典型男性特质。
1. 我认为最受欢迎的典型男性特质是",2. 我认为最不能容忍的典型男性特质是,"（四）请写出你认为最受欢迎和最不能容忍的典型女性特质。
1. 我认为最受欢迎的典型女性特质是",2. 我认为最不能容忍的典型女性特质是,1. 我的性别,2. 我的年龄,3. 我的受教育水平,4. 我觉得自己在社会中的阶层等级：（1表示最底层，10表示最高层，请打分）
110,111,2020/10/28 18:31:35,586秒,微信,,183.92.250.215(湖北-随州),892,0.21428571428571427,139,0.25,429,0.25,148,0.25,14,0.21428571428571427,112,0.17857142857142858,2,0.17857142857142858,4一般,758,0.17857142857142858,4一般,5,0.21428571428571427,6比较积极,6,0.25,3有些消极,51,0.17857142857142858,4一般,11,0.21428571428571427,4一般,谈钢琴,油腻,谈琴,舆论,21,0.21428571428571427,7非常积极,153,0.17857142857142858,7非常积极,86,0.25,4一般,41,0.10714285714285714,6比较积极,944,0.14285714285714285,6比较积极,1026,0.10714285714285714,7非常积极,掌控力,逃避,温柔,病娇,男性,19,本科,5
111,112,2020/10/28 18:32:21,691秒,手机提交,直接访问,117.136.52.219(湖北-武汉),388,0.25,139,0.25,314,0.25,77,0.25,40,0.25,273,0.25,8,0.17857142857142858,2比较消极,94,0.25,1非常消极,123,0.21428571428571427,4一般,9,0.21428571428571427,4一般,41,0.25,4一般,676,0.21428571428571427,5有些积极,保安,恃强凌弱,才艺表演,骂人,13,0.17857142857142858,7非常积极,28,0.25,5有些积极,756,0.17857142857142858,6比较积极,828,0.17857142857142858,4一般,84,0.21428571428571427,4一般,154,0.14285714285714285,2比较消极,大方,腹黑,从容,心机,男性,18,本科,6
112,113,2020/10/28 18:32:40,903秒,手机提交,直接访问,171.82.235.12(湖北-武汉),23,0.21428571428571427,1204,0.17857142857142858,118,0.17857142857142858,492,0.25,1099,0.21428571428571427,20,0.17857142857142858,2,0.21428571428571427,4一般,22,0.21428571428571427,4一般,540,0.21428571428571427,3有些消极,426,0.25,4一般,691,0.21428571428571427,4一般,715,0.21428571428571427,2比较消极,主动帮助别人,骄傲自大,赞美别人,语言攻击,695,0.17857142857142858,3有些消极,430,0.21428571428571427,2比较消极,143,0.17857142857142858,3有些消极,232,0.17857142857142858,3有些消极,5,0.17857142857142858,6比较积极,0,0.17857142857142858,6比较积极,乐于助人,冷漠,温柔,攻击性,女性,18,本科,4
113,114,2020/10/28 18:32:58,917秒,微信,,218.197.142.5(湖北-武汉),0,0.21428571428571427,1383,0.14285714285714285,1494,0.10714285714285714,9,0.25,264,0.07142857142857142,1104,0.21428571428571427,5,0.21428571428571427,6比较积极,180,0.14285714285714285,4一般,55,0.25,7非常积极,0,0.25,6比较积极,352,0.25,7非常积极,948,0.14285714285714285,4一般,扣篮,说脏话骂人,文雅礼貌,说脏话,124,0.21428571428571427,7非常积极,56,0.21428571428571427,6比较积极,59,0.25,7非常积极,12,0.25,7非常积极,21,0.25,7非常积极,575,0.21428571428571427,6比较积极,沉稳,懒惰,坚持,懒惰,男性,18,本科,8
114,115,2020/10/28 18:35:53,1003秒,手机提交,直接访问,117.136.81.162(湖北-武汉),0,0.25,195,0.25,10,0.25,694,0.25,98,0.25,579,0.25,2,0.25,3有些消极,5,0.17857142857142858,7非常积极,102,0.17857142857142858,4一般,0,0.25,3有些消极,393,0.25,4一般,838,0.17857142857142858,4一般,帮助他人,装逼,爱打扮,拖延,275,0.10714285714285714,4一般,285,0.14285714285714285,4一般,870,0.14285714285714285,2比较消极,960,0.14285714285714285,6比较积极,15,0.14285714285714285,4一般,40,0.14285714285714285,4一般,乐于助人,装逼,爱打扮,问题多,男性,19,本科,4
115,116,2020/10/28 18:38:01,1231秒,手机提交,直接访问,223.104.20.28(湖北-武汉),460,0.25,89,0.25,1478,0.10714285714285714,1522,0.10714285714285714,525,0.25,577,0.25,2,0.25,6比较积极,5,0.25,2比较消极,532,0.21428571428571427,2比较消极,0,0.25,1非常消极,6,0.21428571428571427,4一般,84,0.25,6比较积极,打游戏,娘炮,化妆,无理取闹,175,0.25,5有些积极,9,0.25,4一般,475,0.21428571428571427,5有些积极,25,0.25,4一般,38,0.25,6比较积极,664,0.21428571428571427,6比较积极,硬朗,娘气,漂亮,浓妆艳抹,男性,18,本科,4
116,117,2020/10/28 18:42:06,1478秒,手机提交,直接访问,223.104.20.105(湖北-武汉),2,0.25,13,0.25,933,0.21428571428571427,636,0.25,596,0.25,20,0.25,10,0.25,1非常消极,3,0.25,4一般,543,0.21428571428571427,3有些消极,26,0.25,6比较积极,639,0.21428571428571427,4一般,889,0.17857142857142858,4一般,勇敢,懦弱,大方,装,140,0.21428571428571427,7非常积极,745,0.17857142857142858,7非常积极,467,0.21428571428571427,7非常积极,239,0.21428571428571427,4一般,262,0.21428571428571427,4一般,4,0.21428571428571427,5有些积极,有责任感,无责任心,敏感,大大咧咧,男性,18,本科,4
117,118,2020/10/28 18:50:24,1907秒,微信,,117.136.81.218(湖北-武汉),852,0.21428571428571427,967,0.21428571428571427,97,0.21428571428571427,1091,0.21428571428571427,1325,0.17857142857142858,85,0.25,3,0.25,6比较积极,147,0.21428571428571427,6比较积极,12,0.25,7非常积极,105,0.21428571428571427,6比较积极,0,0.25,7非常积极,612,0.21428571428571427,6比较积极,打响指,抽烟,爱美,行为粗犷,170,0.21428571428571427,6比较积极,252,0.21428571428571427,6比较积极,496,0.21428571428571427,6比较积极,130,0.25,7非常积极,3,0.25,7非常积极,19,0.21428571428571427,6比较积极,绅士,自大,爱美,矫情,男性,17,本科,6
118,119,2020/10/28 18:50:48,1997秒,手机提交,直接访问,117.136.52.241(湖北-武汉),1219,0.17857142857142858,865,0.21428571428571427,123,0.17857142857142858,1053,0.21428571428571427,1358,0.17857142857142858,1014,0.21428571428571427,738,0.17857142857142858,6比较积极,892,0.14285714285714285,5有些积极,794,0.17857142857142858,6比较积极,90,0.21428571428571427,4一般,854,0.17857142857142858,4一般,885,0.17857142857142858,4一般,谈吐大方，幽默风趣,拐弯抹角，阴阳怪气,做作,公主病,523,0.21428571428571427,7非常积极,750,0.17857142857142858,7非常积极,466,0.21428571428571427,4一般,986,0.14285714285714285,4一般,790,0.17857142857142858,3有些消极,582,0.21428571428571427,5有些积极,幽默风趣，做事有条理,女性化,独立自主,万事靠人，做作,男性,18,本科,5
119,120,2020/10/28 18:57:51,537秒,手机提交,直接访问,218.197.142.6(湖北-武汉),356,0.25,461,0.25,3,0.25,648,0.25,682,0.25,642,0.25,5,0.25,7非常积极,2,0.25,5有些积极,67,0.25,6比较积极,7,0.25,4一般,11,0.25,4一般,378,0.25,6比较积极,礼让女生,对女生不尊重，强硬,撒娇,说小话,55,0.25,7非常积极,337,0.25,7非常积极,691,0.17857142857142858,7非常积极,396,0.25,5有些积极,607,0.21428571428571427,5有些积极,821,0.17857142857142858,7非常积极,帅，阳光,粗心，大条,温柔,撒娇,女性,17,本科,6
120,121,2020/10/28 19:03:28,584秒,手机提交,直接访问,218.197.142.8(湖北-武汉),2,0.03571428571428571,0,0.03571428571428571,13,0.07142857142857142,1578,0.03571428571428571,1570,0.03571428571428571,1582,0.03571428571428571,322,0.25,4一般,211,0.21428571428571427,2比较消极,102,0.21428571428571427,4一般,41,0.21428571428571427,4一般,366,0.25,3有些消极,684,0.21428571428571427,3有些消极,有担当,欺负弱小,温柔,自认高人一等,200,0.21428571428571427,6比较积极,698,0.17857142857142858,6比较积极,685,0.17857142857142858,2比较消极,10,0.21428571428571427,3有些消极,843,0.17857142857142858,2比较消极,182,0.21428571428571427,1非常消极,安全感,娘炮,体谅,蛮不讲理,男性,18,本科,6
121,122,2020/10/29 8:01:56,385秒,手机提交,直接访问,218.197.142.20(湖北-武汉),89,0.25,15,0.25,930,0.21428571428571427,1427,0.14285714285714285,59,0.25,42,0.25,12,0.21428571428571427,7非常积极,10,0.21428571428571427,1非常消极,47,0.17857142857142858,4一般,0,0.25,4一般,52,0.25,4一般,183,0.21428571428571427,5有些积极,礼让,吸烟喝酒,打扮,打扮,910,0.14285714285714285,5有些积极,330,0.25,3有些消极,144,0.21428571428571427,4一般,148,0.21428571428571427,4一般,91,0.17857142857142858,7非常积极,256,0.14285714285714285,7非常积极,谦虚,狂,积极,小气,男性,19,本科,7
122,123,2020/10/29 9:17:03,157秒,微信,,218.199.207.2(湖北-武汉),2,0.25,2,0.25,2,0.21428571428571427,1471,0.14285714285714285,1455,0.14285714285714285,214,0.17857142857142858,970,0.10714285714285714,2比较消极,907,0.14285714285714285,6比较积极,980,0.10714285714285714,7非常积极,597,0.21428571428571427,7非常积极,876,0.17857142857142858,4一般,875,0.17857142857142858,1非常消极,发v的地方,发v对的,我换件衣服,染发但是我,888,0.14285714285714285,6比较积极,334,0.25,5有些积极,1011,0.10714285714285714,5有些积极,786,0.17857142857142858,6比较积极,815,0.17857142857142858,5有些积极,946,0.14285714285714285,5有些积极,舒服分手,人才都是,4人都是,古风小说,女性,30,本科,5
123,124,2020/10/29 9:20:37,276秒,微信,,27.17.130.190(湖北-武汉),246,0.10714285714285714,61,0.21428571428571427,90,0.21428571428571427,14,0.21428571428571427,44,0.21428571428571427,1048,0.21428571428571427,329,0.25,7非常积极,343,0.25,7非常积极,248,0.25,7非常积极,448,0.25,7非常积极,447,0.25,1非常消极,368,0.25,7非常积极,帅,不讲卫生,外在美,没有内在美,27,0.25,7非常积极,18,0.25,7非常积极,461,0.21428571428571427,7非常积极,605,0.21428571428571427,7非常积极,0,0.25,7非常积极,6,0.21428571428571427,6比较积极,帅,不讲卫生,善良,邪恶,女性,24,硕士研究生及以上,5
124,125,2020/10/29 9:26:11,463秒,微信,,119.103.39.68(湖北-武汉),203,0.21428571428571427,38,0.25,285,0.25,753,0.25,86,0.25,50,0.25,320,0.25,3有些消极,908,0.14285714285714285,2比较消极,979,0.10714285714285714,3有些消极,24,0.17857142857142858,5有些积极,81,0.21428571428571427,4一般,811,0.17857142857142858,4一般,谦逊有礼,邋遢自大,典雅大方,目中无人,7,0.21428571428571427,4一般,287,0.14285714285714285,3有些消极,326,0.25,6比较积极,774,0.17857142857142858,4一般,40,0.21428571428571427,6比较积极,0,0.14285714285714285,6比较积极,彬彬有礼,邋遢,温柔体贴,邋遢,女性,20,本科,5
125,126,2020/10/29 9:27:46,679秒,微信,,218.199.207.97(湖北-武汉),0,0.21428571428571427,6,0.21428571428571427,914,0.21428571428571427,1475,0.14285714285714285,1163,0.21428571428571427,65,0.21428571428571427,1,0.21428571428571427,3有些消极,196,0.17857142857142858,3有些消极,725,0.17857142857142858,5有些积极,81,0.21428571428571427,3有些消极,820,0.17857142857142858,5有些积极,823,0.17857142857142858,5有些积极,细心,粗鲁,温柔,暂无,16,0.21428571428571427,3有些消极,694,0.17857142857142858,3有些消极,715,0.17857142857142858,4一般,655,0.21428571428571427,3有些消极,184,0.25,6比较积极,215,0.21428571428571427,4一般,比较细心,粗心的,待人和善,暴躁,女性,21,本科,不打分
126,127,2020/10/29 9:29:44,301秒,手机提交,直接访问,223.104.20.85(湖北-武汉),6,0.21428571428571427,3,0.21428571428571427,47,0.21428571428571427,21,0.21428571428571427,22,0.21428571428571427,18,0.21428571428571427,1,0.21428571428571427,5有些积极,147,0.21428571428571427,5有些积极,546,0.21428571428571427,6比较积极,0,0.21428571428571427,6比较积极,24,0.21428571428571427,6比较积极,32,0.21428571428571427,6比较积极,保护欲高,唯唯诺诺,独立,绿茶,427,0.21428571428571427,6比较积极,452,0.21428571428571427,6比较积极,460,0.21428571428571427,6比较积极,264,0.21428571428571427,6比较积极,641,0.21428571428571427,6比较积极,51,0.21428571428571427,6比较积极,负责任,拖延,独立善良,虚伪,女性,20,本科,3
127,128,2020/10/29 9:36:33,1330秒,微信,,117.136.81.133(湖北-武汉),4,0.25,837,0.21428571428571427,5,0.25,87,0.21428571428571427,21,0.21428571428571427,22,0.25,17,0.25,2比较消极,1,0.21428571428571427,1非常消极,3,0.14285714285714285,4一般,4,0.25,5有些积极,204,0.14285714285714285,4一般,355,0.25,5有些积极,懂礼貌,抽烟,购物,喝酒,50,0.14285714285714285,7非常积极,885,0.14285714285714285,7非常积极,107,0.07142857142857142,7非常积极,0,0.21428571428571427,7非常积极,5,0.25,7非常积极,83,0.25,3有些消极,稳重,懒惰,可爱,矫情,女性,23,硕士研究生及以上,5
128,129,2020/10/29 9:41:19,655秒,微信,,113.57.245.240(湖北-武汉),0,0.21428571428571427,74,0.17857142857142858,17,0.17857142857142858,223,0.21428571428571427,1008,0.21428571428571427,253,0.17857142857142858,17,0.25,4一般,749,0.17857142857142858,5有些积极,768,0.17857142857142858,4一般,38,0.25,5有些积极,6,0.25,4一般,25,0.21428571428571427,4一般,玩游戏,脾气不好,减肥,小心眼,242,0.17857142857142858,4一般,81,0.17857142857142858,4一般,351,0.25,4一般,840,0.17857142857142858,4一般,0,0.14285714285714285,4一般,823,0.17857142857142858,4一般,平等尊重有教养,大男子主义,温柔,毫无情商,女性,19,本科,5
129,130,2020/10/29 9:41:57,294秒,手机提交,直接访问,218.199.207.11(湖北-武汉),310,0.25,129,0.25,862,0.21428571428571427,584,0.25,785,0.25,158,0.25,5,0.21428571428571427,7非常积极,1,0.21428571428571427,2比较消极,3,0.21428571428571427,4一般,24,0.21428571428571427,6比较积极,117,0.14285714285714285,2比较消极,26,0.21428571428571427,6比较积极,打篮球,吸烟,爱美,攀比,9,0.21428571428571427,7非常积极,23,0.21428571428571427,7非常积极,66,0.14285714285714285,2比较消极,168,0.14285714285714285,4一般,145,0.21428571428571427,7非常积极,8,0.14285714285714285,7非常积极,阳光,懒惰,自信,臭美,女性,21,本科,4
130,131,2020/10/29 9:43:14,353秒,微信,,117.136.107.254(河南-郑州),823,0.21428571428571427,107,0.25,811,0.21428571428571427,29,0.21428571428571427,1127,0.21428571428571427,257,0.21428571428571427,10,0.17857142857142858,2比较消极,3,0.21428571428571427,2比较消极,2,0.21428571428571427,2比较消极,4,0.21428571428571427,4一般,808,0.17857142857142858,6比较积极,26,0.14285714285714285,6比较积极,脾气好,家暴,温柔,咄咄逼人,26,0.21428571428571427,6比较积极,107,0.21428571428571427,6比较积极,226,0.21428571428571427,6比较积极,0,0.21428571428571427,6比较积极,144,0.21428571428571427,6比较积极,281,0.17857142857142858,5有些积极,强壮,粗鄙,温柔,泼辣,女性,20,本科,3
131,132,2020/10/29 9:51:28,401秒,手机提交,直接访问,218.199.207.41(湖北-武汉),206,0.17857142857142858,160,0.21428571428571427,170,0.21428571428571427,1097,0.21428571428571427,1028,0.21428571428571427,1114,0.21428571428571427,10,0.21428571428571427,1非常消极,3,0.25,2比较消极,12,0.21428571428571427,7非常积极,7,0.21428571428571427,6比较积极,29,0.21428571428571427,7非常积极,675,0.21428571428571427,6比较积极,运动,吸烟,做饭,八卦,7,0.25,2比较消极,16,0.17857142857142858,3有些消极,174,0.21428571428571427,5有些积极,1,0.21428571428571427,6比较积极,0,0.17857142857142858,6比较积极,136,0.17857142857142858,5有些积极,阳光,大男子主义,温柔,八卦,女性,19,本科,6
132,133,2020/10/29 9:55:32,409秒,微信,,119.103.147.186(湖北-武汉),3,0.21428571428571427,826,0.21428571428571427,831,0.21428571428571427,185,0.21428571428571427,1179,0.21428571428571427,1140,0.21428571428571427,567,0.21428571428571427,2比较消极,544,0.21428571428571427,4一般,253,0.25,5有些积极,89,0.17857142857142858,4一般,709,0.21428571428571427,5有些积极,38,0.25,3有些消极,绅士,大男子主义,大方得体,田园女权,50,0.17857142857142858,6比较积极,91,0.17857142857142858,6比较积极,153,0.17857142857142858,5有些积极,236,0.17857142857142858,5有些积极,578,0.21428571428571427,5有些积极,584,0.21428571428571427,5有些积极,尊重女性,自以为是,知书达理,无知聒噪,女性,20,本科,5
133,134,2020/10/29 10:00:37,270秒,手机提交,直接访问,223.90.104.187(河南-信阳),164,0.25,1235,0.17857142857142858,400,0.25,1272,0.17857142857142858,1359,0.17857142857142858,265,0.17857142857142858,10,0.25,3有些消极,3,0.25,3有些消极,47,0.25,6比较积极,0,0.25,7非常积极,6,0.25,5有些积极,78,0.25,6比较积极,人品好,喝酒,化妆,脏话,708,0.17857142857142858,1非常消极,163,0.25,3有些消极,356,0.25,4一般,62,0.25,5有些积极,806,0.17857142857142858,6比较积极,62,0.25,5有些积极,诚实,撒谎,做饭,脏话,女性,22,本科,7
134,135,2020/10/29 10:29:26,286秒,手机提交,直接访问,58.22.113.27(福建-福州),199,0.07142857142857142,101,0.17857142857142858,928,0.21428571428571427,26,0.21428571428571427,86,0.21428571428571427,219,0.21428571428571427,1,0.21428571428571427,2比较消极,3,0.21428571428571427,2比较消极,58,0.21428571428571427,1非常消极,29,0.21428571428571427,6比较积极,106,0.21428571428571427,7非常积极,6,0.21428571428571427,6比较积极,助人为乐,酗酒,看书,斤斤计较,9,0.21428571428571427,7非常积极,103,0.21428571428571427,7非常积极,152,0.21428571428571427,4一般,9,0.21428571428571427,7非常积极,15,0.21428571428571427,6比较积极,24,0.21428571428571427,7非常积极,阳光,小气,活泼,无理取闹,女性,20,本科,6
135,136,2020/10/29 10:33:23,649秒,微信,,218.199.207.2(湖北-武汉),805,0.21428571428571427,886,0.21428571428571427,807,0.21428571428571427,1284,0.17857142857142858,1107,0.21428571428571427,1108,0.21428571428571427,766,0.17857142857142858,6比较积极,17,0.21428571428571427,7非常积极,14,0.14285714285714285,4一般,128,0.21428571428571427,4一般,74,0.21428571428571427,4一般,990,0.10714285714285714,4一般,运动,抽烟,甩头发,摸脸,75,0.25,6比较积极,29,0.21428571428571427,4一般,1016,0.03571428571428571,1非常消极,240,0.17857142857142858,4一般,1016,0.03571428571428571,1非常消极,1016,0.03571428571428571,1非常消极,..,..,..,..,女性,20,本科,7
136,137,2020/10/29 10:51:36,305秒,微信,,218.199.207.104(湖北-武汉),303,0.25,829,0.21428571428571427,974,0.07142857142857142,1061,0.21428571428571427,1428,0.14285714285714285,515,0.25,541,0.21428571428571427,4一般,12,0.21428571428571427,6比较积极,72,0.14285714285714285,1非常消极,4,0.21428571428571427,6比较积极,0,0.25,6比较积极,18,0.14285714285714285,4一般,打球,说脏话,化妆,八卦,527,0.21428571428571427,4一般,2,0.17857142857142858,7非常积极,57,0.14285714285714285,3有些消极,0,0.21428571428571427,6比较积极,84,0.21428571428571427,3有些消极,48,0.21428571428571427,2比较消极,勇气,冲动,温柔,优柔寡断,女性,24,硕士研究生及以上,5
137,138,2020/10/29 11:02:35,511秒,手机提交,直接访问,218.199.207.106(湖北-武汉),971,0.21428571428571427,906,0.21428571428571427,961,0.21428571428571427,1150,0.21428571428571427,1151,0.21428571428571427,1304,0.17857142857142858,1,0.21428571428571427,1非常消极,3,0.21428571428571427,1非常消极,8,0.14285714285714285,1非常消极,0,0.21428571428571427,4一般,48,0.21428571428571427,4一般,20,0.25,6比较积极,有礼貌,理所当然,美丽大方,扣扣嗖嗖 婆婆妈妈 磨磨唧唧,55,0.21428571428571427,7非常积极,541,0.21428571428571427,7非常积极,669,0.17857142857142858,6比较积极,25,0.21428571428571427,7非常积极,39,0.21428571428571427,6比较积极,977,0.14285714285714285,6比较积极,帅,没礼貌,还看,磨磨唧唧,女性,19,本科,3
138,139,2020/10/29 12:20:55,463秒,手机提交,直接访问,218.199.207.80(湖北-武汉),0,0.25,1399,0.14285714285714285,17,0.14285714285714285,1010,0.21428571428571427,1426,0.14285714285714285,261,0.21428571428571427,324,0.25,6比较积极,533,0.21428571428571427,3有些消极,793,0.17857142857142858,5有些积极,828,0.17857142857142858,5有些积极,708,0.21428571428571427,6比较积极,886,0.17857142857142858,4一般,搬桌子,满口脏话,努力学习,背叛国家,226,0.17857142857142858,4一般,50,0.14285714285714285,4一般,145,0.17857142857142858,6比较积极,15,0.14285714285714285,4一般,23,0.14285714285714285,4一般,837,0.17857142857142858,6比较积极,温暖,粗鲁,开朗,拖沓,男性,19,本科,4
139,140,2020/10/29 12:33:34,436秒,手机提交,直接访问,113.5.3.81(黑龙江-哈尔滨),1402,0.14285714285714285,950,0.21428571428571427,473,0.25,601,0.25,1302,0.17857142857142858,1327,0.17857142857142858,267,0.25,6比较积极,176,0.17857142857142858,5有些积极,68,0.17857142857142858,5有些积极,859,0.17857142857142858,5有些积极,856,0.17857142857142858,5有些积极,839,0.17857142857142858,5有些积极,宽容 大度,抽烟 斗殴,无,无,36,0.17857142857142858,5有些积极,177,0.14285714285714285,5有些积极,470,0.21428571428571427,5有些积极,775,0.17857142857142858,5有些积极,10,0.17857142857142858,5有些积极,14,0.17857142857142858,5有些积极,理性,渣,美丽,美丽,女性,19,本科,6
